Selling Price,Brand,Model,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage
5600000.0,DFSK,Glory,330,2021,Used,Manual,,Diesel,1300.0,67000.0
4100000.0,Honda,City,,2001,Used,Automatic,Saloon,Petrol,1499.0,193000.0
1950000.0,Toyota,Corolla,DX WAGON,1984,Used,Manual,Hatchback,Petrol,1300.0,266813.0
775000.0,Honda,Civic,,1986,Used,Manual,Saloon,Petrol,1500.0,1000000.0
1622000.0,Maruti Suzuki,800,,2001,Used,Manual,Hatchback,Petrol,796.0,97000.0
10375000.0,Toyota,Axio,Hybrid G Grade,2014,Used,Automatic,Saloon,Hybrid,1500.0,96617.0
7000000.0,Toyota,Axio,X Grade,2007,Used,Automatic,Saloon,Petrol,1490.0,201549.0
5750000.0,Toyota,Vitz,KSP 90,2010,Used,Automatic,Hatchback,Petrol,1000.0,155800.0
6890000.0,Toyota,Passo,PUSH START SAFETY ,2016,Used,Automatic,Hatchback,Petrol,990.0,95568.0
800000.0,Nissan,Patrol,Nissan,1989,Used,Manual,Saloon,Petrol,601.0,120000.0
26000000.0,BMW,520d,F10,2015,Used,Automatic,Saloon,Diesel,2000.0,80765.0
9200000.0,Toyota,Vitz,2019,2019,Used,Automatic,Hatchback,Petrol,1000.0,82500.0
5650000.0,Toyota,Corolla,121,2003,Used,Automatic,Saloon,Petrol,1300.0,250844.0
13000000.0,Honda,Vezel,,2017,Used,Automatic,SUV / 4x4,Hybrid,1500.0,75600.0
2790000.0,Toyota,Corolla,AE 100 SE limited,1991,Used,Manual,Saloon,Petrol,1500.0,230000.0
9090000.0,Honda,Vezel,Orange Package,2014,Used,Automatic,Hatchback,Hybrid,1490.0,160000.0
12490000.0,Micro,Almaz,Full Option,2022,Used,Automatic,SUV / 4x4,Petrol,1490.0,48000.0
3585000.0,Suzuki,Alto,Alto 2014,2014,Used,Manual,Saloon,Petrol,800.0,120000.0
5900000.0,Toyota,Corolla,Toyota Corolla 121,2003,Used,Automatic,Saloon,Petrol,1500.0,150000.0
25300000.0,Toyota,Corolla,Cross Hybrid Z,2024,Used,Automatic,SUV / 4x4,Hybrid,1800.0,4600.0
8600000.0,Suzuki,Grand Vitara,,2015,Used,Automatic,SUV / 4x4,Petrol,2000.0,180000.0
11750000.0,Audi,A4,A4 B8,2012,Used,Automatic,Saloon,Petrol,1800.0,80500.0
15975000.0,Audi,A3,Full Option ,2023,Used,Automatic,Saloon,Petrol,1000.0,26000.0
5500000.0,Suzuki,Celerio,LXi,2016,Used,Manual,Hatchback,Petrol,998.0,45000.0
9490000.0,Toyota,Yaris,X Grade,2024,Used,Automatic,Hatchback,Petrol,1000.0,9000.0
13590000.0,Mitsubishi,Xpander,7 Seat,2018,Used,Automatic,SUV / 4x4,Petrol,1490.0,80000.0
19500000.0,Toyota,Fortuner,,2013,Used,Automatic,,Diesel,3000.0,141000.0
8650000.0,Nissan,Double cab,D 22 4WD,2011,Used,Manual,,Diesel,3200.0,180000.0
3290000.0,Nissan,March,K11 Auto,2001,Used,Automatic,Hatchback,Petrol,990.0,160000.0
7200000.0,Suzuki,Wagon R Stingray,,2018,Used,Automatic,,Hybrid,650.0,68000.0
14600000.0,Toyota,Premio,,2017,Used,Automatic,Saloon,Petrol,1500.0,77000.0
9950000.0,Toyota,Allion,G Grade ,2011,Used,Automatic,Saloon,Petrol,1490.0,108000.0
6200000.0,Daihatsu,Copen,Cero Convertible,2016,Used,Automatic,Convertible,Petrol,658.0,58000.0
3700000.0,Renault,KWID,,2017,Used,Manual,Hatchback,Petrol,800.0,117570.0
14650000.0,Toyota,Premio,G Superior,2018,Used,Automatic,Saloon,Petrol,1500.0,73000.0
9975000.0,Toyota,Allion,Toyota Allion 260,2012,Used,Automatic,Saloon,Petrol,1490.0,111656.0
1050000.0,Nissan,Sunny,B11,1985,Used,Manual,Saloon,Petrol,1300.0,250000.0
8800000.0,Toyota,Other Model,LEXUS,2007,Used,Automatic,,Hybrid,3311.0,95074.0
32500000.0,Mercedes Benz,GLB,200 Premium Plus,2020,Used,Automatic,SUV / 4x4,Petrol,1300.0,10000.0
4275000.0,Nissan,Sunny,FB15 Ex Saloon,2001,Used,Manual,Saloon,Petrol,1490.0,200000.0
9000000.0,Kia,Sorento,,2009,Used,Automatic,SUV / 4x4,Diesel,2200.0,215000.0
23500000.0,Audi,Q3,S Line,2019,Used,Automatic,SUV / 4x4,Petrol,1500.0,47000.0
21000000.0,Honda,CRV,Turbo 7Seater,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,122000.0
8300000.0,DFSK,Glory,580 SUV,2019,Used,Automatic,SUV / 4x4,Petrol,1500.0,39000.0
9750000.0,Mercedes Benz,Other Model,Citan,2015,Used,Manual,MPV,Diesel,1500.0,130000.0
7250000.0,Toyota,Allion,,2003,Used,Automatic,Saloon,Petrol,1500.0,226000.0
19550000.0,BMW,X1,M Sport,2016,Used,Automatic,SUV / 4x4,Petrol,1500.0,110000.0
15000000.0,Peugeot,3008,Allure -GT Line spec,2019,Used,Automatic,SUV / 4x4,Petrol,1200.0,34730.0
6800000.0,Toyota,Corolla,141 LX,2007,Used,Automatic,Saloon,Petrol,1600.0,177226.0
10890000.0,Toyota,Axio,G GRADE,2016,Used,Automatic,Saloon,Hybrid,1500.0,150000.0
9850000.0,Subaru,STI,9 WRX,2007,Used,Automatic,Saloon,Petrol,2000.0,89000.0
800000.0,Toyota,Tercel,1987,1987,Used,Manual,Station wagon,Petrol,1452.0,243000.0
8100000.0,Toyota,Allion,G PLUS ,2008,Used,Automatic,Saloon,Petrol,1500.0,165000.0
7090000.0,Nissan,Juke,,2010,Used,Automatic,SUV / 4x4,Petrol,1500.0,152000.0
16950000.0,Toyota,Land Cruiser Prado,120 1st owne sunroof,2008,Used,Automatic,SUV / 4x4,Petrol,2700.0,159000.0
11000000.0,Toyota,Prius,,2013,Used,Automatic,,Hybrid,1800.0,194000.0
4100000.0,Nissan,Sunny,N17 Super Saloon,2003,Used,Manual,Saloon,Petrol,1600.0,194000.0
1130000.0,Mitsubishi,Lancer,Box,1980,Used,Manual,Saloon,Petrol,1400.0,500000.0
3800000.0,Suzuki,Alto,Sports,2015,Used,Manual,Hatchback,Petrol,798.0,46585.0
5500000.0,Suzuki,Alto,,2017,Used,Automatic,,Petrol,660.0,95000.0
6200000.0,Kia,Picanto,2018,2018,Used,Automatic,Hatchback,Petrol,1000.0,37000.0
1500000.0,Toyota,Corolla,Deluxe,1985,Used,Manual,Station wagon,Petrol,1300.0,34500.0
18900000.0,Audi,A4,S Line Matrix,2018,Used,Automatic,Saloon,Petrol,1400.0,61000.0
26500000.0,Audi,Q7,S Line,2015,Used,Tiptronic,SUV / 4x4,Petrol,2000.0,134000.0
18750000.0,Audi,Q3,S Line,2019,Used,Tiptronic,SUV / 4x4,Petrol,1400.0,45000.0
9200000.0,Suzuki,Spacia,Custom Turbo 2024,2024,Used,Automatic,,Petrol,660.0,1800.0
11750000.0,Honda,Civic,EX HIGHEST GRADE ,2017,Used,Automatic,Saloon,Petrol,1000.0,85000.0
7980000.0,Toyota,Aqua,G Grade  ,2013,Used,Automatic,Hatchback,Hybrid,1500.0,158000.0
1485000.0,Nissan,Sunny,FB 13,1992,Used,Manual,Saloon,Diesel,1500.0,134522.0
4485000.0,Suzuki,A-Star,,2011,Used,Automatic,Hatchback,Petrol,1000.0,145000.0
5975000.0,Micro,Kyron,,2008,Used,Automatic,MPV,Diesel,2000.0,23625.0
2900000.0,Nissan,Sunny,Ex Saloon,1994,Used,Manual,Saloon,Petrol,1490.0,286270.0
335000.0,Toyota,Tercel,,1985,Used,Manual,Saloon,Petrol,1500.0,31522.0
4300000.0,Suzuki,Swift,Automatic,2004,Used,Automatic,Hatchback,Petrol,1320.0,134000.0
5275000.0,Toyota,Starlet,,2000,Used,Automatic,Hatchback,Petrol,1400.0,150000.0
21500000.0,Mercedes Benz,S300,LWB One of the Kind,2010,Used,Automatic,Saloon,Petrol,3000.0,99000.0
1250000.0,Mahindra,AX7L,1998,1988,Used,Manual,SUV / 4x4,Diesel,2000.0,555550.0
37000000.0,Land Rover,Discovery,S,2016,Used,Automatic,SUV / 4x4,Diesel,2993.0,59500.0
8800000.0,Toyota,Axio,Hybrid G Grade,2013,Used,Automatic,Saloon,Hybrid,1500.0,243500.0
2650000.0,Toyota,Corsa,1992,1992,Used,Manual,Hatchback,Diesel,1500.0,290000.0
1625000.0,Toyota,Carina,1987,1987,Used,Manual,Station wagon,Petrol,1500.0,124000.0
8990000.0,Toyota,Corolla,110 GLI,2013,Used,Automatic,Saloon,Petrol,1500.0,60000.0
1800000.0,Tata,Nano,,2016,Used,Manual,Hatchback,Petrol,624.0,40000.0
6500000.0,Toyota,Allion,,2003,Used,Automatic,Saloon,Petrol,1500.0,214564.0
7850000.0,Suzuki,Swift,2017 RS,2017,Used,Automatic,Saloon,Petrol,1000.0,70000.0
2280000.0,Nissan,Sunny,,1991,Used,Manual,Saloon,Petrol,1490.0,275343.0
22500000.0,BMW,318ti,M SPORTS ,2018,Used,Automatic,Saloon,Petrol,1500.0,90000.0
13500000.0,Toyota,Premio,G SUPERIOR ,2016,Used,Automatic,Saloon,Petrol,1500.0,145000.0
2075000.0,Mazda,Other Model,323 LX,1994,Used,Manual,Saloon,Petrol,1300.0,140000.0
2817000.0,Nissan,Pulsar,CJ-2,1996,Used,Automatic,Saloon,Petrol,1490.0,258000.0
2050000.0,Suzuki,Maruti,Maruti,2005,Used,Manual,Hatchback,Petrol,793.0,95000.0
5825000.0,Perodua,Axia,G,2018,Used,Automatic,Hatchback,Petrol,1000.0,83000.0
13000000.0,Toyota,Prius,2016 4th gen,2016,Used,Automatic,Hatchback,Hybrid,1800.0,165000.0
7525000.0,Toyota,Aqua,,2012,Used,Automatic,Hatchback,Petrol,1500.0,139000.0
8975000.0,Volkswagen,Passat,,2011,Used,Automatic,Saloon,Petrol,1995.0,109000.0
6475000.0,Toyota,Aqua,,2012,Used,Automatic,Hatchback,Hybrid,1500.0,142000.0
3850000.0,Suzuki,Estilo,,2010,Used,Manual,Hatchback,Petrol,1000.0,120000.0
7500000.0,Daihatsu,Boon,Cliq Passo Moda,2017,Used,Automatic,Hatchback,Petrol,990.0,52000.0
2000000.0,Toyota,Camry,toyota camry,1990,Used,Manual,,Diesel,1970.0,200000.0
900000.0,Toyota,Corolla,KE20,1980,Used,Manual,Saloon,Petrol,1200.0,195558.0
1930000.0,Tata,Indica,,2006,Used,Manual,Hatchback,Petrol,1390.0,86000.0
4450000.0,Nissan,Sunny,FB15 EX Saloon,2003,Used,Automatic,Saloon,Petrol,1500.0,192166.0
7250000.0,Toyota,Axio,141,2008,Used,Automatic,Saloon,Petrol,1500.0,165000.0
16950000.0,Jeep,Compass,Limited Edition,2019,Used,Automatic,SUV / 4x4,Petrol,1400.0,46000.0
8250000.0,DFSK,Glory,580 VT5,2021,Used,Automatic,,Petrol,1500.0,70000.0
2950000.0,Toyota,Corolla,CE110,1996,Used,Automatic,Saloon,Diesel,1997.0,300000.0
7250000.0,Toyota,Prius,20 2nd Gen,2011,Used,Automatic,Saloon,Hybrid,1500.0,212000.0
1550000.0,Toyota,Corolla,,1987,Used,Manual,,Petrol,1490.0,204000.0
6990000.0,Mahindra,KUV 100,Next k8+,2023,Used,Automatic,Hatchback,Diesel,1200.0,15000.0
13450000.0,Toyota,CHR,Ngx 10 black top,2018,Used,Automatic,SUV / 4x4,Petrol,1200.0,61000.0
1450000.0,Ford,Laser,,1993,Used,Manual,Saloon,Petrol,1300.0,50000.0
12500000.0,Kia,Other Model,Kia Sonet GT Line,2025,Used,Automatic,SUV / 4x4,Petrol,1000.0,9750.0
4675000.0,Suzuki,Celerio,Vxi Auto ,2014,Used,Automatic,Hatchback,Petrol,1000.0,103000.0
16950000.0,Toyota,CHR,NGX-10 ,2023,Used,Automatic,Hatchback,Petrol,1200.0,19000.0
7225000.0,Toyota,Axio,,2008,Used,Automatic,Saloon,Petrol,1500.0,176000.0
6275000.0,Micro,Actyon,Double Cab,2008,Used,Manual,SUV / 4x4,Diesel,1998.0,126531.0
6375000.0,Suzuki,Wagon R,J Style,2015,Used,Automatic,Hatchback,Hybrid,650.0,95000.0
10900000.0,Toyota,Premio,,2014,Used,Automatic,Saloon,Petrol,1500.0,119890.0
11750000.0,Ssang Yong,Rexton,W,2015,Used,Automatic,SUV / 4x4,Diesel,2000.0,110000.0
18500000.0,Mercedes Benz,CLA 180,CLA 180,2017,Used,Automatic,Saloon,Petrol,1590.0,62000.0
10300000.0,Kia,Sorento,,2011,Used,Automatic,SUV / 4x4,Diesel,2200.0,133000.0
5900000.0,Nissan,Leaf,G Grade,2013,Used,Automatic,Hatchback,Electric,80.0,88400.0
5550000.0,Toyota,Vitz,Toyota Vitz,2009,Used,Automatic,Hatchback,Petrol,1000.0,130456.0
14500000.0,Toyota,Premio,,2016,Used,Automatic,,Petrol,1500.0,148000.0
1250000.0,Nissan,Other Model,Nissan B11 1986,1986,Used,Manual,Coupé/Sports,Petrol,1300.0,200000.0
15890000.0,Peugeot,5008,GT Line,2019,Used,Automatic,SUV / 4x4,Petrol,1200.0,130000.0
1400000.0,Mazda,Other Model,MR90,1993,Used,Manual,Hatchback,Petrol,1400.0,56000.0
10550000.0,Toyota,Allion,G Grade ,2012,Used,Automatic,Saloon,Petrol,1490.0,195000.0
66500000.0,Land Rover,Range Rover,,2018,Used,Automatic,SUV / 4x4,Petrol,2000.0,25000.0
9500000.0,Land Rover,Freelander,TD4GS,2012,Used,Automatic,SUV / 4x4,Diesel,2200.0,220000.0
7450000.0,Toyota,Aqua,,2012,Used,Automatic,Hatchback,Hybrid,1498.0,146000.0
11100000.0,Honda,Civic,Civic SR,2017,Used,Automatic,Hatchback,Petrol,1000.0,68000.0
9200000.0,Honda,Vezel,Z,2014,Used,Automatic,SUV / 4x4,Petrol,1490.0,15300.0
5450000.0,Daihatsu,Hijet,S 32 1V Hijet,2016,Used,Automatic,MPV,Petrol,650.0,95000.0
1200000.0,Toyota,Carina,AT150,1980,Used,Manual,Saloon,Petrol,1500.0,243900.0
2680000.0,Toyota,Corolla,EE106,1993,Used,Manual,Station wagon,Petrol,1250.0,255162.0
11800000.0,Honda,Civic,SR,2018,Used,Automatic,Hatchback,Petrol,1000.0,48505.0
7250000.0,Honda,Fit,GP5,2014,Used,Automatic,Hatchback,Hybrid,1500.0,160000.0
8850000.0,Suzuki,Swift,Rs Sports Turbo,2018,Used,Automatic,Hatchback,Petrol,1000.0,56000.0
18650000.0,Toyota,Harrier,Hybrid,2014,Used,Automatic,SUV / 4x4,Hybrid,2490.0,177000.0
8190000.0,Toyota,Tank,GS CUSTOM,2017,Used,Automatic,Hatchback,Petrol,1000.0,73000.0
1885000.0,Honda,Civic,Grand Civic,1990,Used,Automatic,Saloon,Petrol,1500.0,150000.0
2995000.0,Micro,Panda,Micro,2012,Used,Manual,Hatchback,Petrol,1000.0,98656.0
1985000.0,Suzuki,Maruti,800,2004,Used,Manual,Hatchback,Petrol,800.0,80394.0
9000000.0,Toyota,Allion,,2007,Used,Automatic,Saloon,Petrol,1400.0,180000.0
3995000.0,Renault,KWID,800,2017,Used,Manual,Hatchback,Petrol,800.0,127300.0
2650000.0,Suzuki,Alto,2006,2006,Used,Manual,Hatchback,Petrol,800.0,137000.0
1850000.0,Nissan,Sunny,Diesel,1993,Used,Manual,Saloon,Diesel,1300.0,95000.0
9650000.0,Toyota,Premio,,2010,Used,Automatic,Saloon,Petrol,1500.0,220000.0
2625000.0,Suzuki,Alto,Suzuki,2006,Used,Manual,Hatchback,Petrol,800.0,159600.0
16850000.0,Honda,Vezel,vezel z,2024,Used,Automatic,SUV / 4x4,Hybrid,1500.0,11000.0
13800000.0,Audi,Q2,TFSI,2017,Used,Automatic,SUV / 4x4,Petrol,990.0,91000.0
15800000.0,BMW,X1,M Sport ,2016,Used,Automatic,SUV / 4x4,Petrol,1500.0,99000.0
14000000.0,Mitsubishi,Montero,Sport,2011,Used,Automatic,SUV / 4x4,Diesel,2500.0,117100.0
7300000.0,Suzuki,Wagon R FZ,,2025,Used,Automatic,,Petrol,650.0,2550.0
12350000.0,Toyota,CHR,NGX50,2018,Used,Automatic,SUV / 4x4,Petrol,1200.0,85000.0
6475000.0,Toyota,Aqua,,2012,Used,Automatic,Hatchback,Hybrid,1500.0,142000.0
3665000.0,Suzuki,Alto,800 LXI,2015,Used,Manual,,Petrol,800.0,88000.0
5475000.0,Perodua,Axia,G,2016,Used,Automatic,Hatchback,Petrol,1000.0,106000.0
7900000.0,Toyota,Vitz,Safety 1,2018,Used,Automatic,Hatchback,Petrol,1000.0,67000.0
20800000.0,Mercedes Benz,S300,Long Wheel Base ,2011,Used,Automatic,Saloon,Petrol,3000.0,81000.0
62500000.0,Land Rover,Range Rover,Vouge SWB,2018,Used,Automatic,SUV / 4x4,Hybrid,2000.0,43000.0
11300000.0,Toyota,Premio,Premio G Superior,2015,Used,Automatic,Hatchback,Petrol,1500.0,169000.0
5500000.0,Mahindra,KUV 100,,2022,Used,Manual,Hatchback,Petrol,1197.0,30000.0
11650000.0,Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Hybrid,1490.0,97000.0
4500000.0,Suzuki,Celerio,LX1,2015,Used,Manual,Hatchback,Petrol,1000.0,100989.0
5500000.0,Nissan,AD Wagon,,2010,Used,Automatic,Station wagon,Petrol,1300.0,138000.0
12800000.0,Toyota,CHR,NGX10,2018,Used,Automatic,SUV / 4x4,Petrol,1200.0,95000.0
33000000.0,Jaguar,F-Pace,Highest Spec25t,2019,Used,Automatic,SUV / 4x4,Petrol,2000.0,16000.0
25000000.0,Mercedes Benz,CLA 200,AMG Premium Plus,2019,Used,Automatic,Saloon,Petrol,1300.0,37000.0
1425000.0,Toyota,Carina,Toyota,1984,Used,Manual,Saloon,Petrol,1450.0,344400.0
5000000.0,Suzuki,Swift,2007,2007,Used,Automatic,Hatchback,Petrol,1300.0,142000.0
3250000.0,Perodua,Kelisa,Automatic,2006,Used,Automatic,Hatchback,Petrol,1000.0,137000.0
7250000.0,Toyota,Aqua,,2013,Used,Automatic,Hatchback,Hybrid,1500.0,170000.0
37500000.0,Toyota,Land Cruiser Prado,TX,2015,Used,Automatic,SUV / 4x4,Diesel,3000.0,197000.0
5675000.0,Suzuki,Wagon R Stingray,J style ,2014,Used,Automatic,Hatchback,Hybrid,660.0,88000.0
33000000.0,Toyota,Land Cruiser Prado,,2015,Used,Automatic,SUV / 4x4,Petrol,2700.0,137000.0
5300000.0,Mahindra,KUV 100,,2021,Used,Manual,SUV / 4x4,Petrol,1200.0,71000.0
16500000.0,Honda,CRV,VTIL 7 Seater,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,110000.0
21800000.0,Audi,A5,A5 Sline,2018,Used,Automatic,Saloon,Petrol,1500.0,50000.0
2675000.0,Micro,Panda,,2011,Used,Manual,Hatchback,Petrol,1000.0,115970.0
8200000.0,Toyota,Axio,petrol 141,2012,Used,Automatic,Saloon,Petrol,1500.0,86000.0
6190000.0,Daihatsu,Terios,Cross Over,2006,Used,Automatic,SUV / 4x4,Petrol,1500.0,196000.0
11500000.0,Honda,Grace,Ex,2016,Used,Automatic,Saloon,Hybrid,1500.0,121475.0
3550000.0,Suzuki,Alto,,2015,Used,Manual,,Petrol,800.0,83000.0
36500000.0,Land Rover,Range Rover,Sport 3.0L Diesal,2015,Used,Automatic,SUV / 4x4,Diesel,3000.0,50000.0
29500000.0,Honda,CRV,Honda,2024,Used,Automatic,SUV / 4x4,Petrol,1500.0,15500.0
5745000.0,Suzuki,Wagon R FZ,2015,2015,Used,Automatic,Hatchback,Hybrid,660.0,118000.0
12500000.0,Nissan,X-Trail,,2015,Used,Automatic,Hatchback,Hybrid,2000.0,58000.0
1800000.0,Nissan,AD Wagon,,2001,Used,Automatic,Station wagon,Diesel,1970.0,265000.0
47000000.0,Toyota,Land Cruiser Prado,,2017,Used,Automatic,SUV / 4x4,Petrol,2755.0,39000.0
9500000.0,Toyota,Allion,G Grade,2011,Used,Automatic,Saloon,Petrol,1500.0,100000.0
7250000.0,Suzuki,Wagon R,Premium,2019,Used,Automatic,,Hybrid,660.0,108500.0
8200000.0,Honda,Fit,GP5 L Garde,2013,Used,Automatic,Hatchback,Hybrid,1500.0,80190.0
7800000.0,Honda,Fit,GP5 L Garde,2013,Used,Automatic,Hatchback,Hybrid,1500.0,99350.0
11250000.0,Honda,Grace,Honda,2016,Used,Automatic,Saloon,Hybrid,1500.0,68000.0
8500000.0,DFSK,Glory,580,2020,Used,Automatic,SUV / 4x4,Petrol,1500.0,80000.0
6975000.0,Toyota,Rush,,2009,Used,Automatic,SUV / 4x4,Petrol,1500.0,152442.0
6950000.0,Honda,Fit,GP1,2013,Used,Automatic,Hatchback,Hybrid,1500.0,175000.0
8875000.0,Toyota,Axio,G Grade ,2013,Used,Automatic,Saloon,Hybrid,1496.0,121000.0
1335000.0,Tata,Nano,2011,2011,Used,Manual,Saloon,Petrol,620.0,25000.0
7470000.0,Toyota,Prius,2nd Gen,2011,Used,Automatic,Saloon,Hybrid,1500.0,168000.0
5500000.0,Toyota,Vitz,KSP 90,2010,Used,Automatic,Hatchback,Petrol,1000.0,128000.0
1400000.0,Bajaj,Qute,,2026,Used,Manual,Hatchback,Petrol,110.0,77922.0
5475000.0,Suzuki,Swift,Style,2007,Used,Automatic,Hatchback,Petrol,1300.0,125000.0
11800000.0,Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Hybrid,1500.0,96400.0
4275000.0,Nissan,Sunny,N16 AUTO 1.5cc KA-,2001,Used,Automatic,Saloon,Petrol,1490.0,190000.0
25500000.0,Mercedes Benz,E220,Diesel Premium AMG ,2016,Used,Automatic,Saloon,Diesel,2000.0,84000.0
19500000.0,Toyota,Esquire,,2015,Used,Automatic,MPV,Hybrid,1800.0,107000.0
1285000.0,Mitsubishi,Other Model,Lancer Bix,1979,Used,Manual,Saloon,Petrol,1400.0,65000.0
7800000.0,Nissan,Leaf,,2014,Used,Automatic,Hatchback,Electric,600.0,150000.0
6200000.0,Ssang Yong,Kyron,,2008,Used,Automatic,SUV / 4x4,Diesel,2000.0,167300.0
10450000.0,Toyota,Axio,G Grade,2015,Used,Automatic,Saloon,Hybrid,1500.0,110000.0
5900000.0,Honda,Fit,GP1,2012,Used,Automatic,Hatchback,Hybrid,1330.0,182000.0
2390000.0,Tata,Nano,Automatic,2017,Used,Automatic,,Petrol,650.0,60240.0
8990000.0,MG,ZS,,2018,Used,Automatic,SUV / 4x4,Petrol,1000.0,52300.0
15500000.0,Mercedes Benz,E200,CGI Avantgarde,2011,Used,Tiptronic,Saloon,Petrol,1800.0,48000.0
5200000.0,Mitsubishi,Montero,io Jeep,2001,Used,Manual,,Petrol,1800.0,190000.0
11875000.0,Mini,Cooper,Countryman,2013,Used,Automatic,Hatchback,Petrol,1600.0,58000.0
7950000.0,Volkswagen,Polo,GT TSI,2016,Used,Automatic,Hatchback,Petrol,1200.0,96000.0
36500000.0,Toyota,Land Cruiser Prado,TX-150,2015,Used,Automatic,SUV / 4x4,Petrol,2700.0,81000.0
4550000.0,Suzuki,Alto,Japan,2010,Used,Automatic,Hatchback,Petrol,650.0,128500.0
2275000.0,Toyota,Corolla,Full Option,1991,Used,Manual,Saloon,Diesel,2000.0,350000.0
19800000.0,Toyota,Hilux,Rocco B5,2018,Used,Automatic,SUV / 4x4,Diesel,2800.0,120000.0
6600000.0,Suzuki,Wagon R,Suzuki,2015,Used,Automatic,,Hybrid,650.0,82000.0
7300000.0,Suzuki,XBee,,2018,Used,Tiptronic,Hatchback,Hybrid,1000.0,136000.0
79000000.0,Mercedes Benz,GLE 400,AMG Line Premium,2025,Used,Automatic,SUV / 4x4,Hybrid,2000.0,11000.0
7500000.0,Honda,Fit,GP5,2014,Used,Automatic,Hatchback,Petrol,1500.0,108000.0
32800000.0,Mercedes Benz,C200,AMG Line,2023,Used,Tiptronic,Saloon,Petrol,1500.0,14400.0
11000000.0,Honda,Civic,,2017,Used,Automatic,,Petrol,1000.0,64500.0
13000000.0,Toyota,CHR,NGX 50,2018,Used,Automatic,SUV / 4x4,Petrol,1200.0,58000.0
5550000.0,Suzuki,Wagon R FX,,2017,Used,Automatic,Hatchback,Petrol,660.0,131000.0
2150000.0,Maruti Suzuki,800,,2007,Used,Manual,,Petrol,800.0,64000.0
1385000.0,Tata,Nano,CX,2012,Used,Manual,Hatchback,Petrol,650.0,133000.0
8540000.0,Audi,A1,,2015,Used,Automatic,Hatchback,Petrol,1000.0,114000.0
70000000.0,Land Rover,Range Rover,,2018,Used,Automatic,SUV / 4x4,Petrol,2000.0,80000.0
2195000.0,Nissan,Wingroad,1998,1998,Used,Manual,Station wagon,Petrol,1300.0,167000.0
8950000.0,Nissan,X-Trail,2015,2015,Used,Automatic,,Hybrid,1500.0,109000.0
13000000.0,Mitsubishi,Montero,Mitsubishi,2000,Used,Manual,SUV / 4x4,Diesel,2800.0,210000.0
3600000.0,Suzuki,Other Model,KEI,2003,Used,Automatic,,Petrol,650.0,84681.0
5600000.0,Kia,Sorento,EX,2004,Used,Automatic,SUV / 4x4,Diesel,2497.0,228400.0
5600000.0,Mahindra,KUV 100,KUV 100,2022,Used,Manual,Hatchback,Petrol,1200.0,14900.0
7200000.0,Toyota,Vitz,Toyota Vitz Auto,2015,Used,Automatic,Hatchback,Petrol,1000.0,125000.0
875000.0,Nissan,Sunny,B11,1985,Used,Manual,Saloon,Petrol,1500.0,45223.0
3650000.0,Nissan,Other Model,FB15,2001,Used,Automatic,Saloon,Petrol,1500.0,175000.0
1700000.0,Ford,Laser,,1992,Used,Manual,Saloon,Petrol,1300.0,100000.0
3850000.0,Peugeot,206,Sport,2003,Used,Automatic,Hatchback,Petrol,1360.0,210000.0
36750000.0,Toyota,Land Cruiser Prado,TRJ 150 G Frontier,2017,Used,Automatic,SUV / 4x4,Petrol,2700.0,128000.0
8600000.0,MG,ZS,,2018,Used,Automatic,SUV / 4x4,Petrol,999.0,96000.0
8100000.0,Honda,Fit,S Grade,2015,Used,Tiptronic,Hatchback,Hybrid,1500.0,103000.0
6950000.0,Toyota,Aqua,S GRADE,2012,Used,Automatic,Hatchback,Hybrid,1490.0,137000.0
7990000.0,Toyota,Vitz,SAFETY,2018,Used,Automatic,Hatchback,Petrol,990.0,76000.0
14500000.0,Mitsubishi,Pajero,,2007,Used,Automatic,SUV / 4x4,Petrol,3200.0,45000.0
3450000.0,Micro,Panda,,2017,Used,Manual,Hatchback,Petrol,998.0,34666.0
8500000.0,Kia,Sportage,,2012,Used,Automatic,SUV / 4x4,Petrol,1998.0,173925.0
6275000.0,Perodua,Axia,,2019,Used,Automatic,Hatchback,Petrol,1000.0,108000.0
4675000.0,Hyundai,Eon,,2016,Used,Manual,Hatchback,Petrol,814.0,72535.0
3390000.0,Micro,Panda,,2015,Used,Manual,Hatchback,Petrol,997.0,67970.0
3590000.0,Micro,Panda,,2018,Used,Manual,Hatchback,Petrol,998.0,50723.0
3390000.0,Micro,Panda,,2016,Used,Manual,Hatchback,Petrol,998.0,40612.0
3500000.0,Mitsubishi,Lancer,GLX CB 8,1994,Used,Manual,Saloon,Diesel,2000.0,260000.0
9450000.0,Toyota,Premio,,2010,Used,Automatic,Saloon,Petrol,1500.0,152000.0
15000000.0,BMW,225XE,BMW,2019,Used,Tiptronic,Hatchback,Hybrid,1500.0,45000.0
9390000.0,Suzuki,Grand Vitara,SX4,2019,Used,Automatic,SUV / 4x4,Petrol,1000.0,160000.0
6600000.0,Toyota,Aqua,Aqua,2012,Used,Automatic,Hatchback,Hybrid,1500.0,128000.0
